artist,song,text,Release Date,Tempo,Loudness (db),Danceability,Energy,Acousticness,Instrumentalness,Liveness,Speechiness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Running,Good for Driving,Good for Morning Routine,Good for Social Gatherings
Alan Walker,Do It All for You,"[Verse 1: Trevor Guthrie] I'll take it up an elevation I'll stand on the highest peak You'll never doubt my dedication I'm here 'til eternity Every time you order me I'm gonna show you who I work for With you, it's like I'm on vacation I'm right where I want to be [Chorus: Trevor Guthrie] Everything I do, yea, I do it for you You'll never build a wall that I can't break through Inside you know, this heart is true I'll do it all for you, oh-oh Now friends may come between us but In time I'll prove I do it all for you I do [Instrumental Break] [Verse: Trevor Guthrie] I'll take it up an elevation I'll stand on the highest peak You'll never doubt my dedication I'm here 'til eternity Every time you order me I'm gonna show you who I work for With you, it's like I'm on vacation I'm right where I want to be [Chorus: Trevor Guthrie] Everything I do, yea, I do it for you You'll never build a wall that I can't break through Inside you know, this heart is true I'll do it all for you, oh-oh Now friends may come between us but In time I'll prove I do it all for you I do [Instrumental Outro]",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Believers,"[Verse 1] They said I needed something in my life Said I was doing dumb shit all the time 'Cause broken dreams won't pay your bills at all I heard it was the wrong things I get right I blame it on the monsters in my mind With stories from outside these prison walls [Pre-Chorus] 'Cause even if we're hopeless And we know that this will hurt Tomorrow is just a word And they can't control [Chorus] Believers Let's raise a toast, enjoy the show We are believers So incomplete, yet all we need Believers Let's raise a toast, enjoy the show [Verse 2] I said I wouldn't run but I'm terrified Headed for the sun but I'm scared of heights So you and me go falling through the dark You told me be someone that I like Instead of being someone in their eyes Your battle scars make you look like a star [Pre-Chorus] 'Cause even if we're hopeless And we know that this will hurt Tomorrow is just a word And they can't control [Chorus] Believers Let's raise a toast, enjoy the show We are believers So incomplete, yet all we need We are believers Let's raise a toast, enjoy the show [Outro] Want you to know that (Believer) They can't control it (Believer) Want you to know that (Believer) They can't control it (They can't) Want you to know that (Believer) They can't control it (Believer) Want you to know that (Believer) They can't control it No, they can't control",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Sad Sometimes,"[Alan Walker & CORSAK胡梦周「Sad Sometimes (feat. 黄霄云)」歌词] [Verse 1: Huang Xiaoyun] I've been dancing by myself tonight Close my eyes, I'm fading with the lights Did you always keep me in the dark? If you knew, why did you let me stay? Should'a never let you break my heart Now there is nothing left for me to say [Chorus: Huang Xiaoyun] 'Cause I'm lost in the silence between you and me Now you're gone, nothing's left of what used to be That's okay, that's alright Go ahead and live your life That's okay, that's alright But don't blame me if I get sad sometimes [Verse 2: Huang Xiaoyun] I still got a messed up point of view All I see in everything is you, oh Did you always keep me in the dark? If you knew, why did you let me stay? Should'a never let you break my heart Now there is nothing left for me to say [Chorus: Huang Xiaoyun] 'Cause I'm lost in the silence between you and me Now you're gone, nothing's left of what used to be That's okay, that's alright Go ahead and live your life That's okay, that's alright But don't blame me if I get sad sometimes [Outro: Huang Xiaoyun] But don't blame me if I get sad sometimes Sad sometimes Sad sometimes",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Man On The Moon,"[Verse 1] What happens in dreams where we fly? Never been as high as tonight Staring through a window in time For someone to show me what I'm like [Pre-Chorus] He said, ""Hello"", it's like a mirror in the sky And I can see us from up high Oh boy, we're looking good tonight And I just don't understand [Chorus] I met the man on the moon On the moon, I heard him saying I met the man on the moon On the moon, we'll be okay, yeah I met the man on the moon On the moon, I heard him saying I met the man on the moon On the moon, we'll be okay, yeah [Pre-Chorus] He said, ""Hello"", it's like a mirror in the sky And I can see us from up high Oh boy, we're looking good tonight And I just don't understand [Chorus] I met the man on the moon On the moon, I heard him saying I met the man on the moon On the moon, we'll be okay, yeah I met the man on the moon On the moon, I heard him saying I met the man on the moon On the moon, we'll be okay, yeah [Bridge] I met the man on the moon, he wore his hat to the side I met the man on the moon, he asked if I had a light He told us to hold it together, when falling apart He told us to light up the world when we dream in the dark [Chorus] I met the man on the moon On the moon, I heard him saying I met the man on the moon On the moon, we'll be okay, yeah [Outro] Lost and our tears have turned to dust Maybe somebody is calling us Man on the moon, yeah Just the man on the moon",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Sweet Dreams,"[Intro] Beat, ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum [Verse 1] You're like the mist in the morning You're a moment, body warming I can't resist where you're going Make me an ocean, overflow it [Chorus] Sweet dreams of your love Keeping me up, can't get enough Sweet dreams of your touch Do what you want, just keep it up [Drop] To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum Ba-ba-ba To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum Ba-ba-ba-dum-dum [Verse 2] Waves, as they're roll in As they're growing, can't control 'em Caught in a haze up on the ceiling You got me feeling, I must be dreaming [Chorus] Sweet drеams of your love Keeping me up, can't get еnough Sweet dreams of your touch Do what you want, just keep it up [Bridge] To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum [Drop] To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum Ba-ba-ba To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum [Outro] Beat, ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum Ba-ba-ba To the rhythm of the beat Ba-ba-ba-dum-dum Ba-ba-ba-dum-dum Beat, ba-ba-ba-dum-dum Ba-ba-ba To the rhythm of the",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,World We Used to Know,"[Verse 1] Wild, wild, wild horses tell me, where did they all go? They used to run, used to run, used to run right here And all I see is an empty road Wild, wild, wild roses tell me, where did they all go? When I was young, I was young, they would spread like fire And now the roots don't know where to grow [Chorus] Did it come overnight or did it come on slow? It’s out of our hands and it's out of control I don't think that this is the world we used to know Is the world we used to know [Verse 2] Wide, wide, wide oceans tell me, where do you lead? When the sun and the sky come to meet at night I wonder, would you carry me? Why won’t you tell me if I'm on my own You used to be, used to be, used to be right here And now I don't know where to go [Chorus] Did it come overnight or did it come on slow? It's out of our hands and it's out of control I don't think that this is the world we used to know Is the world we used to know [Bridge] I could show you places that we had In the world we used to know Take me home and show me love can last There's a world we used to know [Chorus] Did it come overnight or did it come on slow? It's out of our hands and it’s out of control I don’t think that this is the world we used to know Is the world we used to know",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Faded Restrung,"You were the shadow to my light Did you feel us? Another star You fade away Afraid our aim is out of sight Wanna see us Alight Where are you now? Where are you now? Where are you now? Was it all in my fantasy? Where are you now? Were you only imaginary? Where are you now? Atlantis Under the sea, under the sea Where are you now? Another dream The monster's running wild inside of me I'm faded I'm faded So lost, I'm faded These shallow waters never met What I needed I'm letting go A deeper dive Eternal silence of the sea I'm breathing Alive Where are you now? Where are you now? Under the bright But faded lights You set my heart on fire Where are you now? Where are you now? Where are you now? Where are you now? Where are you now? Atlantis Under the sea, under the sea Where are you now? Another dream The monster's running wild inside of me I'm faded I'm faded So lost, I'm faded",2015-12-04,0.8816568047,0.788880814,38,38,92,0,14,3,0,0,0,0,0,0,0
Alan Walker,Hello World,"[Verse 1] All my life, I've been walking on my own Along the lonely road of the heart On my side, I got symphonies and songs To help me find my way through the dark [Chorus] Oh, six in the morning with nowhere to go Sing hello world it feels so good to be home Lost in the dark, but I'll never be alone Sing hello world it feels so good to be home [Post-Chorus] (Sing hello world it feels so good to be home) [Interlude] Hello, hello, hello world I open my eyes and said hello to the world (Hello to the world) Hello, hello, hello world I open my еyes and said hello to the world [Verse 2] All night long, I'vе been talking to myself The voices in my head don't cry On my mind, I become somebody else So this is how it feels to say goodbye [Chorus] Oh, six in the morning with nowhere to go Sing hello world it feels so good to be home Lost in the dark, but I'll never be alone Sing hello world it feels so good to be home [Outro] Hello, hello, hello world I open my eyes and said hello to the world (Hello to the world) Hello, hello, hello world (I open my eyes and said hello to the world)",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Not You,"[Verse 1] In my life, in my mind Where I make up stories all the time And I pretend that I am not someone Left to face the world alone Lately I'm not the same I've found a stranger calling out my name Have a feeling you would be so proud And he's gon' need me now [Chorus] But he's not you He's not you He will never be you [Verse 2] Photobook with my mistakes Promises that we never got to make All the things I wanna talk about Hard to say it to myself Wintertime, once again In the snow I can see just where I've been How far I've made it in the world so cold Where I have everything [Chorus] But he's not you He's not you He will never be you But he's not you He's not you He will never be you [Outro] (You, you, you)",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Heading_home_demo2016.wav,"[Verse 1] I was so insatiable 'Til the lights came on and the stories got old Now there's no one here, I know And the city outside it's not the same anymore [Pre-Chorus] And I, I remember when we were young We'd write our names in the sand So carelessly Then the rain came and yours was gone And now mine it stays alone [Chorus] Nobody sees me, now I'm a one man show I'll do this on my own We knew it all, then  now this is all I know Guess I'm heading home now [Instrumental Break] [Sigue] Guess I'm heading home now [Verse 2] When the music always played With the sound of our lives and the sweetest escape And the neighbors would complain We would turn it up louder, who cares anyway? [Pre-Chorus] 'Cause we, we remember that we were young Our lives, were grains in the sand And made up castles and kingdoms of Now the rains have torn them down [Instrumental Break] [Chorus] Nobody sees me, now I'm a one man show I'll do this on my own We knew it all, then  now this is all I know Guess I'm heading home now",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Alone Pt. II Da Tweekaz Remix,"[Verse 1] We were young, posters on the wall Praying we're the ones that the teacher wouldn't call We would stare at each other 'Cause we were always in trouble And all the cool kids did their own thing I was on the outside always looking in Yeah, I was there but I wasn't They never really cared if I wasn't [Pre-Chorus] We all need that someone who gets you like no one else Right when you need it the most We all need a soul to rely on, a shoulder to cry on A friend through the highs and the lows [Chorus] I'm not gonna make it alone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it alone [Drop] I'm not gonna make it alone I'm not gonna make it alone [Verse 2] Then I saw your face, your forgiving eyes Looking back at me from the other side Like you understood me And I'm never letting you go, oh [Pre-Chorus] We all need that someone who gets you like no one else Right when you need it the most We all need a soul to rely on, a shoulder to cry on A friend through the highs and the lows [Chorus] I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it alone [Drop] I'm not gonna make it alone [Outro] I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it alone",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Out of Love,"[Verse 1] Oh-oh-oh, every little smile hides a little lie Could cut the silence with a knife Subatomic bliss is nothing left to miss It's just empty Russian roulette [Pre-Chorus] Try to brush it off my shoulder We feel the world is getting colder And I don't wanna lie Every time I smile [Chorus] I'm fallin' out of love Fallin' out of love I've had about enough of us, of us Fallin' out of love (Oh-oh-oh) [Verse 2] Oceans in our eyes, every time we cry I'm feeling the fire die Finally, the tears feel so insincerе We fall into the darkside [Pre-Chorus] Try to brush it off my shouldеr We feel the world is getting colder And I don't wanna lie Every time I smile [Chorus] I'm fallin' out of love Fallin' out of love I've had about enough of us, of us Fallin' out of love [Bridge] I'm not gonna be that girl You can't bring me back to your world You know that we've run out of time (Out of time) I promise not to turn around So go ahead and burn us down 'Cause I don't wanna lie, every time I smile [Chorus] I'm fallin' out of love Fallin' out of love I've had about enough of us, of us Fallin' out of love I'm fallin' out of love Fallin' out of love (Fallin' out of love) I've had about enough of us, of us Fallin' out of love (Oh-oh-oh)",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,OK,[Verse 1] It's so uncomfortable at times Finding it so hard to say I'm broken (again) The things we never talk about I'm a bit afraid to let you know it When I told you it was fine It was just another lie Just like boys don't cry [Chorus] Lost in the threads of the little spider webs Got me hiding in a corner Trying not to call her This is all a heartbreak Just like you said A fairy tale from hell Thanks to everything you told me Even though I'm lonely Imma be OK [Verse 2] When I told you it was fine It was just another lie Saying boys don't cry [Chorus] Lost in the threads of the little spider webs Got me hiding in a corner Trying not to call her This is all a heartbreak Just like you said A fairy tale from hell Thanks to everything you told me Even though I'm lonely Imma be OK Imma be OK,2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Alone Pt. II Rugged Remix,"[Verse 1] We were young, posters on the wall Praying we're the ones that the teacher wouldn't call We would stare at each other 'Cause we were always in trouble And all the cool kids did their own thing I was on the outside always looking in Yeah, I was there but I wasn't They never really cared if I wasn't [Pre-Chorus] We all need that someone who gets you like no one else Right when you need it the most We all need a soul to rely on, a shoulder to cry on A friend through the highs and the lows [Chorus] I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone [Build] I'm not gonna make it alone I'm not gonna make it alone [Drop] I'm not gonna make it al- [Verse 2] Then I saw your face, your forgiving eyes Looking back at me from the other side Like you understood me And I'm never letting you go, oh [Pre-Chorus] We all need that someone who gets you like no one else Right when you need it the most We all need a soul to rely on, a shoulder to cry on A friend through the highs and the lows [Chorus] I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone I'm not gonna make it a-la, la-la-la-la-la, la, la-la-la-la-la, 'lone [Build] I'm not gonna make it alone I'm not gonna make it alone [Drop] I'm not gonna make it al-",2018-12-14,0.8816568047,0.8170421512,47,63,3,0,11,5,0,0,0,0,0,0,0
Alan Walker,Alan Walker - Faded Restrung,"[Verse 1] You were the shadow to my light Did you feel us? Another star, you fade away Afraid our aim is out of sight Wanna see us alight [Pre-Chorus 1] Where are you now? Where are you now? Where are you now? Was it all in my fantasy? Where are you now? Were you only imaginary? [Chorus] Where are you now? Atlantis, under the sea, under the sea Where are you now? Another dream The monster's running wild inside of me I'm faded, I'm faded So lost, I'm faded, I'm faded So lost, I'm faded [Verse 2] These shallow waters never met what I needed I'm letting go, a deeper dive Eternal silence of the sea I'm breathing, alive [Pre-Chorus 2] Where are you now? Where are you now? Under the bright but faded lights You set my heart on fire Where are you now? Where are you now? [Chorus] Where are you now? Atlantis, under the sea, under the sea Where are you now? Another dream The monster's running wild inside of me I'm faded, I'm faded So lost, I'm faded, I'm faded So lost, I'm faded",2015-12-04,0.8816568047,0.788880814,38,38,92,0,14,3,0,0,0,0,0,0,0
